개수,위도,경도
1,37.560498,127.039336
2,37.5613632,127.0369338
4,37.5486488,127.0233383
3,37.560923,127.035448
3,37.5497589,127.021347
1,37.546966,127.060521
4,37.5671882,127.0309371
6,37.564229,127.029623
4,37.561171,127.035193
3,37.5357398,127.054718
1,37.5660514,127.0329132
3,37.5408477,127.0141448
4,37.5430946,127.0097808
3,37.5475311,127.04216
3,37.5652236,127.0511093
3,37.5493354,127.0290451
5,37.5518875,127.0210113
4,37.5432662,127.046791
5,37.5390281,127.0473709
2,37.5488967,127.0250625
2,37.5485191,127.0326156
3,37.5525207,127.0326156
2,37.5646057,127.0438461
2,37.546901,127.015164
3,37.54953,127.0482101
4,37.5646972,127.0330276
1,37.5666122,127.0442581
4,37.565217,127.024686
5,37.5638809,127.0548019
3,37.56133,127.032371
4,37.5527915,127.0193481
2,37.5475,127.018465
4,37.556466,127.033618
1,37.5656509,127.0323562
1,37.566199,127.032474
3,37.5521888,127.0355758
3,37.5619392,127.0304489
2,37.5627,127.05272
3,37.5496444,127.0464096
3,37.561063,127.035714
2,37.553322,127.022634
4,37.5470619,127.0408401
2,37.5653038,127.051567
4,37.5516128,127.0667495
4,37.556216,127.042519
2,37.5535278,127.0697174
2,37.5641136,127.0323715
2,37.5642089,127.0530166
3,37.5385551,127.048912
2,37.5406036,127.0600814
3,37.5711975,127.040657
4,37.5496635,127.0329742
3,37.5346488,127.0561904
1,37.5639762,127.0275192
4,37.5493621,127.0642013
2,37.563435,127.046751
1,37.5499992,127.0458526
2,37.5379753,127.0457992
5,37.562338,127.033694
3,37.5531845,127.0676727
2,37.5351715,127.0553283
3,37.5497741,127.019577
2,37.5601081,127.0452728
3,37.5489385,127.0224864
3,37.555912,127.0374069
1,37.548489,127.043632
3,37.5601119,127.0405044
2,37.553287,127.033058
2,37.549892,127.067471
4,37.559346,127.050588
4,37.568646,127.038757
4,37.5625724,127.0303573
3,37.539024,127.056731
3,37.5361099,127.0556869
3,37.5472259,127.0187072
1,37.56415,127.05449
4,37.542984,127.0478363
1,37.5692291,127.0375671
3,37.554058,127.0688858
2,37.5424957,127.0534133
1,37.5519905,127.066513
3,37.5590858,127.0289688
4,37.5497169,127.0318069
4,37.5589752,127.0331268
3,37.5629882,127.0519714
7,37.5610389,127.0544052
3,37.553221,127.022656
3,37.5653686,127.0471572
2,37.559327,127.039287
3,37.5668754,127.0341033
1,37.557447,127.0724555
4,37.5592575,127.0313568
3,37.565689,127.0316314
3,37.5658683,127.0522689
1,37.548556,127.0404379
4,37.5409889,127.0101318
2,37.5370483,127.0555419
4,37.5400581,127.0605316
3,37.5586891,127.039833
2,37.548109,127.065781
1,37.5443,127.0204162
2,37.5601539,127.0366134
4,37.541108,127.062561
4,37.549282,127.0538711
2,37.539345,127.061262
3,37.5640449,127.0270919
3,37.5616149,127.0309066
3,37.5602073,127.0427474
1,37.543066,127.055975
3,37.5593872,127.0302276
3,37.5362434,127.0503997
1,37.553914,127.070222
3,37.561362,127.037007
2,37.5469779,127.0441284
5,37.5383033,127.0575027
4,37.5392189,127.0510864
2,37.563823,127.053797
2,37.5430526,127.0155563
2,37.5616683,127.0518646
4,37.5517845,127.0687713
1,37.56586,127.0467
2,37.5442733,127.0165786
4,37.548912,127.0425491
6,37.568275,127.04818
4,37.5701637,127.0336685
1,37.5670852,127.0357055
5,37.5595092,127.0366592
3,37.5522842,127.0223312
2,37.5481681,127.0307693
3,37.5433654,127.0541458
6,37.5579032,127.0241622
4,37.5416488,127.0552291
3,37.5615882,127.0480346
1,37.5691833,127.0375671
3,37.548286,127.021696
2,37.5625839,127.0532531
1,37.5367813,127.0594558
2,37.5518684,127.0680541
1,37.5468295,127.0491059
3,37.5430831,127.0552902
1,37.5590209,127.0410461
2,37.5475959,127.0468215
1,37.5694274,127.0357589
3,37.5587768,127.0386199
1,37.5567665,127.0245208
1,37.548556,127.0404379
3,37.5567588,127.0308227
3,37.5645141,127.0467453
3,37.5409088,127.0495529
3,37.5495681,127.0227661
4,37.5388832,127.0518188
5,37.5474929,127.0224761
1,37.5685506,127.0349631
2,37.5529899,127.018898
3,37.5581321,127.0508804
3,37.5496826,127.0199279
2,37.551765,127.032295
4,37.5530929,127.068695
4,37.5456428,127.0164794
3,37.564971,127.05427
3,37.5381507,127.0468673
3,37.5491943,127.0217895
4,37.559185,127.0406646
4,37.5399703,127.0477066
2,37.53844,127.046079
4,37.559494,127.0324249
2,37.5677566,127.0362701
4,37.551876,127.0201644
3,37.548965,127.019916
2,37.539119,127.053652
3,37.5667266,127.0455169
3,37.5437011,127.0639953
4,37.5414772,127.0196075
1,37.566235,127.0458204
4,37.5513343,127.0181884
4,37.5706481,127.0392913
4,37.5468406,127.0510101
3,37.5674629,127.0362396
4,37.5700302,127.0349044
4,37.557177,127.042803
3,37.5476112,127.0470275
4,37.5702667,127.0369873
3,37.54776,127.0190734
4,37.561901,127.0293426
5,37.5524291,127.0365142
1,37.545701,127.01267
6,37.5570793,127.0204772
3,37.5612411,127.0476913
5,37.5599327,127.039421
1,37.5481605,127.0205078
3,37.569053,127.039077
4,37.5480957,127.049942
5,37.5668525,127.0438003
3,37.5503997,127.0235443
4,37.5380897,127.0598144
1,37.5485572,127.0252456
4,37.544347,127.049534
3,37.5521278,127.0286636
1,37.5349807,127.0557022
1,37.5655864,127.0423891
3,37.5499954,127.0487747
1,37.560004,127.046212
1,37.536213,127.052357
4,37.5611839,127.0286178
1,37.5719109,127.0369252
2,37.5421066,127.0523605
3,37.547966,127.0202636
1,37.555624,127.03392
1,37.5484268,127.0275522
6,37.54433,127.057432
4,37.5639953,127.0354537
6,37.5623054,127.0480346
4,37.546331,127.018657
1,37.570627,127.042663
3,37.563919,127.0346832
3,37.5670433,127.0378265
5,37.5708999,127.0356292
1,37.5658683,127.0336532
5,37.5631179,127.0307388
3,37.5501708,127.0652313
2,37.5614547,127.0472564
3,37.560776,127.054749
3,37.5678863,127.0330657
3,37.558109,127.032368
3,37.5610809,127.0321578
4,37.5616149,127.0283889
4,37.5358695,127.0590362
3,37.546173,127.0444488
3,37.542028,127.060151
3,37.5635499,127.036392
4,37.5443534,127.0514755
2,37.549282,127.0288314
4,37.5644874,127.0279083
1,37.5645217,127.0344772
5,37.5473098,127.0526123
1,37.537743,127.048276
4,37.543407,127.044593
4,37.5418319,127.0629043
4,37.5449523,127.0596389
2,37.5676269,127.0256576
5,37.566553,127.032859
4,37.5438537,127.0562973
1,37.53659,127.0587
1,37.5606249,127.0546153
4,37.5620803,127.0320205
4,37.5605812,127.0697097
3,37.5642738,127.0430297
3,37.5367851,127.0538635
1,37.57034,127.0366
2,37.5395965,127.0618591
3,37.566288,127.045287
3,37.5347328,127.0568008
3,37.5427246,127.0572662
2,37.555125,127.07041
4,37.553112,127.0699768
4,37.5672416,127.0374832
1,37.5660438,127.0323257
3,37.5473289,127.0401763
2,37.549118,127.0647048
2,37.553852,127.04537
1,37.5472068,127.0190353
1,37.5655555,127.0425491
2,37.5390548,127.0531463
2,37.5491102,127.0672847
3,37.5431671,127.0493011
2,37.5442,127.04972
4,37.5476455,127.0297393
1,37.5574989,127.0314636
3,37.5547561,127.035057
3,37.5465,127.044551
2,37.5647038,127.0395256
2,37.5623893,127.04216
3,37.5425758,127.0512771
3,37.5490531,127.0659332
3,37.5638465,127.0456542
1,37.5420036,127.0531692
1,37.54834,127.05685
2,37.5628128,127.0427627
4,37.5480613,127.018753
2,37.564586,127.033897
3,37.5469589,127.0215225
1,37.5537719,127.0688323
3,37.5614509,127.0592727
5,37.5608406,127.0409164
4,37.5655517,127.0331268
1,37.5429191,127.0539474
1,37.55346,127.0382
5,37.5488815,127.0213394
4,37.5512542,127.0677337
2,37.5574455,127.0251617
4,37.539051,127.0570068
3,37.5539665,127.033554
3,37.56742,127.025688
3,37.5471382,127.0233383
2,37.5668106,127.0344543
4,37.5520324,127.0363159
3,37.556979,127.028958
5,37.5610656,127.0590515
1,37.5532341,127.0172576
2,37.543893,127.023154
2,37.5637588,127.0394821
2,37.5419387,127.0551376
4,37.561183,127.056953
4,37.5661697,127.0319213
3,37.5503807,127.0502014
2,37.5387916,127.0533523
3,37.5566139,127.0237503
2,37.5643005,127.0411911
3,37.549828,127.065423
4,37.5509834,127.0198669
4,37.554985,127.0493469
3,37.5630493,127.0284271
3,37.546518,127.049119
2,37.5571022,127.0717315
4,37.5419578,127.0541229
1,37.5488815,127.026329
2,37.5502738,127.0329971
3,37.5384826,127.0552673
5,37.5625839,127.037033
4,37.546433,127.0552
3,37.5450706,127.0245666
4,37.539561,127.058914
3,37.561239,127.03572
5,37.5423088,127.0616989
3,37.5482368,127.0565872
3,37.557019,127.043134
4,37.535366,127.0578002
5,37.5656318,127.0400314
3,37.54824,127.062476
3,37.5534782,127.0304031
4,37.551094,127.0224227
1,37.5544375,127.0250023
2,37.552448,127.063686
3,37.5605545,127.0528564
4,37.5659828,127.051918
3,37.55517,127.071188
1,37.5518684,127.0357284
2,37.5533828,127.0211715
3,37.5408248,127.0110015
3,37.553631,127.068866
4,37.5638694,127.0529022
6,37.550979,127.052166
2,37.5487029,127.030661
1,37.541513,127.017459
3,37.5370979,127.0475463
4,37.553654,127.030007
5,37.5401954,127.0495681
3,37.5664062,127.0278167
4,37.5486717,127.016777
3,37.5469207,127.0416488
5,37.5662002,127.0346984
4,37.5369949,127.0534133
3,37.5621871,127.0452651
1,37.56117,127.0411
4,37.5562019,127.0698242
3,37.5377845,127.0535812
3,37.5467987,127.020195
3,37.5574989,127.0720062
4,37.5630187,127.0338973
4,37.5373153,127.0525588
1,37.561428,127.0330123
3,37.5604972,127.0308456
4,37.5690193,127.0335235
4,37.5595932,127.0298995
1,37.5431665,127.0444839
2,37.5521697,127.0214538
2,37.5476502,127.0475895
7,37.5504684,127.0487213
2,37.562889,127.0318832
4,37.5473518,127.0608062
1,37.563525,127.032683
1,37.5602569,127.0643463
4,37.5448493,127.0490798
2,37.537857,127.0561599
3,37.553228,127.029566
3,37.5368652,127.0498428
5,37.5533981,127.0176086
3,37.5472335,127.0208816
1,37.5611228,127.0523605
2,37.563425,127.036908
1,37.564,127.036423
2,37.545166,127.0115203
2,37.5604743,127.028717
2,37.5379791,127.0569534
3,37.545487,127.011921
4,37.5694274,127.0354385
6,37.5694236,127.0366058
4,37.560913,127.0436553
1,37.5486319,127.0556439
4,37.5691604,127.0303878
3,37.548572,127.026157
3,37.5565528,127.0711898
3,37.5483131,127.0277328
1,37.5654792,127.0335311
3,37.5538215,127.0700378
2,37.545642,127.01585
3,37.564371,127.029106
5,37.5486106,127.064682
2,37.5637969,127.0463714
4,37.5634918,127.0474548
3,37.5533905,127.0249786
3,37.5521392,127.0188674
5,37.5603027,127.0467834
1,37.548726,127.065703
3,37.5380058,127.0450286
2,37.5627174,127.0289611
4,37.5453529,127.0518722
6,37.54618,127.016271
2,37.5597692,127.039318
2,37.5355072,127.0599136
3,37.550741,127.020431
4,37.5601806,127.0533752
3,37.5554415,127.034438
1,37.54562,127.017081
2,37.54957,127.044454
3,37.5631713,127.0391006
3,37.5573348,127.0245666
6,37.5488,127.063085
4,37.547987,127.062488
3,37.5399742,127.0558395
3,37.5486259,127.0637817
1,37.570345,127.0383649
5,37.5676002,127.0259246
3,37.553247,127.0333879
2,37.5499114,127.0535278
4,37.541553,127.019416
4,37.546318,127.0436401
4,37.5501861,127.0325393
3,37.5460853,127.0168151
1,37.5574378,127.0203475
2,37.5614395,127.05513
3,37.5411224,127.0508575
6,37.5412445,127.0110015
4,37.5461273,127.0178909
3,37.5495147,127.0184707
1,37.5503501,127.0201644
1,37.542822,127.012629
3,37.551506,127.0215377
4,37.5677337,127.0384979
3,37.547211,127.059402
1,37.552806,127.068162
1,37.5653495,127.0347747
3,37.5641021,127.0445022
1,37.539112,127.0614929
3,37.5556025,127.0199128
5,37.5364685,127.0564193
3,37.5468444,127.0466842
1,37.549428,127.030704
6,37.5615119,127.0492782
3,37.5489578,127.0309677
1,37.55141,127.10197
1,37.56079,127.07662
1,37.56823,127.0892
1,37.5391,127.09406
1,37.55773,127.08931
1,37.56631,127.07736
1,37.54483,127.08837
1,37.56121,127.09047
1,37.53481,127.07009
1,37.55354,127.09498
1,37.55679,127.07303
1,37.55536,127.07461
1,37.53612,127.06733
1,37.55594,127.08322
1,37.56358,127.08772
1,37.53972,127.08565
1,37.53822,127.09068
1,37.56347,127.0868
1,37.55215,127.10267
1,37.53081,127.08158
1,37.56858,127.0801
1,37.54593,127.07174
1,37.53987,127.06744
1,37.53114,127.09032
1,37.53238,127.08236
1,37.5478,127.09027
1,37.54784,127.08634
1,37.55393,127.0792
1,37.555,127.07333
1,37.54872,127.08639
1,37.53294,127.07051
1,37.54348,127.08962
1,37.53211,127.07342
1,37.5298,127.07477
1,37.57101,127.08051
1,37.57162,127.08024
1,37.52999,127.08272
1,37.5381,127.09204
1,37.54683,127.06836
1,37.53833,127.08744
1,37.56551,127.08112
1,37.5383,127.09237
1,37.56727,127.07705
1,37.53366,127.06985
1,37.54587,127.10359
1,37.53305,127.06438
1,37.54043,127.09325
1,37.53339,127.07284
1,37.53769,127.0933
1,37.55647,127.08356
1,37.52958,127.08522
1,37.55162,127.06948
1,37.55356,127.07928
1,37.55226,127.10056
1,37.55242,127.08298
1,37.55595,127.08486
1,37.55878,127.09099
1,37.55104,127.07614
1,37.55351,127.08017
1,37.53659,127.0903
1,37.5406,127.09066
1,37.54979,127.09498
1,37.53451,127.07179
1,37.56942,127.08813
1,37.55441,127.09686
1,37.55783,127.1039
1,37.55755,127.07535
1,37.53834,127.08327
1,37.53454,127.08043
1,37.57104,127.08227
1,37.53854,127.0865
1,37.52783,127.0844
1,37.54577,127.07609
1,37.56607,127.08569
1,37.53398,127.09151
1,37.53426,127.0611
1,37.53776,127.06596
1,37.56843,127.08038
1,37.55537,127.08617
1,37.56406,127.0824
1,37.54017,127.06485
1,37.55117,127.1005
1,37.53385,127.08294
1,37.54261,127.06802
1,37.54025,127.08794
1,37.5619,127.09556
1,37.54274,127.06706
1,37.55694,127.09214
1,37.55293,127.10112
1,37.54774,127.07322
1,37.53859,127.08173
1,37.55123,127.09106
1,37.54171,127.08243
1,37.54899,127.10995
1,37.55133,127.09317
1,37.54865,127.10495
1,37.53084,127.07341
1,37.56659,127.07726
1,37.53471,127.06713
1,37.54125,127.09432
1,37.55313,127.08636
1,37.55879,127.0941
1,37.53587,127.09525
1,37.53828,127.06431
1,37.55179,127.10084
1,37.53876,127.08923
1,37.54811,127.08595
1,37.55179,127.10103
1,37.55551,127.08656
1,37.55523,127.07916
1,37.54747,127.10795
1,37.53695,127.08706
1,37.54568,127.07923
1,37.54543,127.09779
1,37.53204,127.07084
1,37.53916,127.08429
1,37.53117,127.07272
1,37.53164,127.08507
1,37.55572,127.07791
1,37.53564,127.06755
1,37.53901,127.06808
1,37.53923,127.0752
1,37.54312,127.06823
1,37.54876,127.10537
1,37.57156,127.08151
1,37.53502,127.07974
1,37.56701,127.07892
1,37.54109,127.09275
1,37.55131,127.09655
1,37.53753,127.07667
1,37.56953,127.08376
1,37.53868,127.06383
1,37.55164,127.09554
1,37.53574,127.06125
1,37.5647,127.0775
1,37.53064,127.08049
1,37.55707,127.09126
1,37.53818,127.07537
1,37.53526,127.08295
1,37.56787,127.09047
1,37.54885,127.07273
1,37.56831,127.08396
1,37.53699,127.06819
1,37.55964,127.0841
1,37.53982,127.08641
1,37.56686,127.08787
1,37.53551,127.07636
1,37.55223,127.10206
1,37.53641,127.07814
1,37.56177,127.0797
1,37.5519,127.07049
1,37.56596,127.08454
1,37.54403,127.0659
1,37.54392,127.06687
1,37.54655,127.06769
1,37.56832,127.07829
1,37.55421,127.07517
1,37.55474,127.08081
1,37.55009,127.10233
1,37.55269,127.07855
1,37.56015,127.09053
1,37.54433,127.0859
1,37.55611,127.09823
1,37.55816,127.10236
1,37.56272,127.07687
1,37.53273,127.06291
1,37.54821,127.08972
1,37.54934,127.09481
1,37.55601,127.07374
1,37.56741,127.0886
1,37.55674,127.09465
1,37.53656,127.07618
1,37.54235,127.09358
1,37.54145,127.06965
1,37.52873,127.08111
1,37.53973,127.09007
1,37.52986,127.07848
1,37.55511,127.07674
1,37.55078,127.07019
1,37.54705,127.07328
1,37.56104,127.07772
1,37.54224,127.0659
1,37.56863,127.07793
1,37.53126,127.08429
1,37.56801,127.08314
1,37.54868,127.08741
1,37.5531,127.07133
1,37.52968,127.08182
1,37.54273,127.09124
1,37.56103,127.09553
1,37.54976,127.10132
1,37.54531,127.06668
1,37.53727,127.06602
1,37.54425,127.084
1,37.54832,127.09216
1,37.53531,127.07138
1,37.56785,127.08383
1,37.54362,127.07222
1,37.54621,127.06793
1,37.53019,127.08248
1,37.56604,127.0805
1,37.53397,127.07253
1,37.54483,127.07387
1,37.55909,127.09011
1,37.56638,127.08068
1,37.56643,127.08435
1,37.55274,127.08369
1,37.53584,127.09572
1,37.55656,127.08957
1,37.53302,127.08694
1,37.55043,127.09311
1,37.57086,127.08603
1,37.54379,127.08379
1,37.56666,127.08318
1,37.55601,127.10272
1,37.55278,127.101693
1,37.549,127.0686
1,37.55984,127.08381
1,37.56985,127.0813
1,37.55741,127.07946
1,37.57098,127.08394
1,37.57055,127.08269
1,37.53309,127.08886
1,37.56227,127.09624
1,37.56924,127.08062
1,37.55369,127.09187
1,37.56299,127.08316
1,37.54921,127.09081
1,37.53522,127.06655
1,37.53604,127.09105
1,37.53183,127.0884
1,37.55706,127.08731
1,37.55688,127.07959
1,37.53551,127.06238
1,37.53444,127.06806
1,37.55389,127.07373
1,37.53894,127.07569
1,37.53748,127.08901
1,37.56868,127.08366
1,37.55509,127.08119
1,37.56538,127.0783
1,37.55372,127.09939
1,37.53213,127.08783
1,37.55836,127.09444
1,37.53845,127.08144
1,37.53745,127.08674
1,37.56243,127.07947
1,37.53714,127.08541
1,37.55186,127.101886
1,37.5392,127.07035
1,37.54167,127.06953
1,37.56185,127.09081
1,37.56724,127.08244
1,37.54399,127.09728
1,37.533,127.08394
1,37.54186,127.09121
1,37.53301,127.06225
1,37.55567,127.09234
1,37.53582,127.07771
1,37.55076,127.09368
1,37.5702,127.08117
1,37.53089,127.08265
1,37.53443,127.07644
1,37.53382,127.06383
1,37.54288,127.09113
1,37.53556,127.08238
1,37.55318,127.08466
1,37.55067,127.08879
1,37.54018,127.06944
1,37.55552,127.08984
1,37.56864,127.08282
1,37.56225,127.08068
1,37.56357,127.0776
1,37.57039,127.08833
1,37.56385,127.07872
1,37.53604,127.08312
1,37.54398,127.09043
1,37.55496,127.10399
1,37.54976,127.07265
1,37.55596,127.09076
1,37.55414,127.08212
1,37.55997,127.08464
1,37.53571,127.06409
1,37.56863,127.08898
1,37.5361,127.07356
1,37.55092,127.09155
1,37.54455,127.07065
1,37.53351,127.08096
1,37.53748,127.0792
1,37.53271,127.07928
1,37.54788,127.10277
1,37.54298,127.08942
1,37.55361,127.08652
1,37.53603,127.07073
1,37.53666,127.06322
1,37.5399,127.0923
1,37.55741,127.07664
1,37.54787,127.0982
1,37.54421,127.06534
1,37.54585,127.08845
1,37.53953,127.06335
1,37.55144,127.10983
1,37.53582,127.0916
1,37.5626,127.08206
1,37.54758,127.0688
1,37.52944,127.07532
1,37.55825,127.08699
1,37.56662,127.08543
1,37.52922,127.07837
1,37.5536,127.08978
1,37.56811,127.09044
1,37.53829,127.06341
1,37.53697,127.07667
1,37.56267,127.07681
1,37.53437,127.08195
1,37.54027,127.08615
1,37.5525401,127.10256
1,37.53185,127.07445
1,37.53702,127.08216
1,37.56141,127.0832
1,37.54917,127.08833
1,37.54163,127.09615
1,37.55752,127.08559
1,37.53805,127.09368
1,37.54413,127.09922
1,37.53257,127.08654
1,37.54675,127.07203
1,37.53692,127.09502
1,37.55362,127.09558
1,37.53722,127.0934
1,37.55444,127.0895
1,37.54454,127.06815
1,37.54541,127.07729
1,37.54611,127.07297
1,37.54062,127.07054
1,37.53948,127.0907
1,37.56152,127.08798
1,37.54784,127.07433
1,37.57057,127.07999
1,37.53297,127.07834
1,37.55133,127.07181
1,37.56604,127.07916
1,37.53735,127.08387
1,37.53906,127.06454
1,37.53654,127.07973
1,37.57042,127.08788
1,37.54437,127.08802
1,37.55387,127.09458
1,37.56544,127.08013
1,37.54751,127.09834
1,37.54817,127.08566
1,37.56975,127.08539
1,37.56602,127.08498
1,37.52926,127.08315
1,37.5683,127.08629
1,37.54107,127.08867
1,37.55317,127.09835
1,37.53522,127.06863
1,37.55412,127.08523
1,37.56658,127.08385
1,37.53512,127.06822
1,37.55223,127.09191
1,37.53057,127.07501
1,37.5575,127.08256
1,37.53554,127.07791
1,37.53916,127.08758
1,37.54437,127.06714
1,37.56383,127.09632
1,37.54656,127.09829
1,37.53394,127.08245
1,37.56143,127.07937
1,37.5459,127.0859
1,37.55178,127.09139
1,37.54926,127.10142
1,37.54238,127.09118
1,37.54128,127.07084
1,37.5377,127.0879
1,37.56151,127.07652
1,37.53191,127.08563
1,37.54615,127.06707
1,37.56569,127.08242
1,37.5304,127.07492
1,37.55322,127.08056
1,37.53567,127.06498
1,37.53569,127.08928
1,37.53016,127.08234
1,37.55418,127.07678
1,37.54838,127.07269
1,37.56597,127.08305
1,37.53625,127.06223
1,37.53395,127.09015
1,37.57009,127.08609
1,37.55355,127.07185
1,37.57019,127.08716
1,37.53257,127.07255
1,37.54883,127.07078
1,37.5433,127.09551
1,37.54656,127.07183
1,37.55223,127.10375
1,37.54066,127.06405
1,37.5324,127.09218
1,37.55118,127.11069
1,37.55299,127.07587
1,37.55554,127.09329
1,37.53112,127.08394
1,37.56725,127.08795
1,37.56121,127.0771
1,37.53216,127.06511
1,37.56605,127.0984
1,37.56911,127.08425
1,37.55256,127.09511
1,37.55442,127.07351
1,37.5353,127.0633
1,37.55157,127.0861
1,37.53317,127.07809
1,37.55802,127.08086
1,37.53818,127.08046
1,37.56024,127.09561
1,37.56302,127.09658
1,37.55454,127.09594
1,37.55925,127.08691
1,37.5612,127.07835
1,37.53848,127.08438
1,37.54363,127.08565
1,37.54518,127.07213
1,37.54908,127.0689
1,37.55865,127.09167
1,37.55481,127.09804
1,37.53891,127.0626
1,37.56934,127.08527
1,37.53273,127.07448
1,37.54205,127.10177
1,37.53907,127.0868
1,37.56342,127.08581
1,37.54229,127.08899
1,37.54244,127.10147
1,37.54649,127.08829
1,37.53241,127.08897
1,37.55645,127.07346
1,37.57107,127.08138
1,37.54603,127.0737
1,37.56313,127.10078
1,37.56609,127.08193
1,37.56907,127.0813
1,37.54978,127.09315
1,37.55366,127.08983
1,37.55694,127.08217
1,37.56339,127.09635
1,37.54793,127.09702
1,37.52968,127.07999
1,37.5672,127.08895
1,37.53278,127.08788
1,37.53045,127.08796
1,37.53507,127.06781
1,37.54344,127.0926
1,37.53746,127.08826
1,37.56293,127.085
1,37.54129,127.0645
1,37.54215,127.09092
1,37.54411,127.06975
1,37.56817,127.08055
1,37.54099,127.089
1,37.55106,127.10113
1,37.53338,127.06855
1,37.53584,127.0677
1,37.53435,127.08221
1,37.55254,127.08014
1,37.56876,127.08682
1,37.55387,127.10315
1,37.54151,127.10242
1,37.55992,127.09899
1,37.53218,127.0701
1,37.54003,127.08419
1,37.53709,127.08071
1,37.5475,127.07347
1,37.5631,127.08767
1,37.5434,127.0815
1,37.54564,127.08721
1,37.56922,127.0824
1,37.54656,127.09898
1,37.53933,127.0915
1,37.56455,127.078
1,37.54655,127.06739
1,37.55632,127.0839
1,37.54887,127.07189
1,37.53084,127.0886
1,37.52995,127.08908
1,37.55646,127.09633
1,37.5525,127.086
1,37.56515,127.08075
1,37.55364,127.09286
1,37.5313,127.08904
1,37.56019,127.0854
1,37.54012,127.08655
1,37.55374,127.07943
1,37.55848,127.07405
1,37.53914,127.08831
1,37.54753,127.07397
1,37.56803,127.08123
1,37.55304,127.08239
1,37.55399,127.09031
1,37.56011,127.08674
1,37.5612,127.087
1,37.56877,127.08814
1,37.53016,127.07337
1,37.53355,127.07302
1,37.54895,127.08595
1,37.52987,127.08455
1,37.54217,127.08583
1,37.56751,127.08137
1,37.56204,127.0864
1,37.55296,127.08555
1,37.53204,127.08727
1,37.55774,127.08731
1,37.56373,127.09699
1,37.55199,127.07818
1,37.55472,127.07657
1,37.55182,127.09369
1,37.55437,127.07305
1,37.56299,127.07579
1,37.55471,127.0947
1,37.53915,127.07675
1,37.56199,127.08584
1,37.56825,127.08798
1,37.55238,127.08842
1,37.56416,127.09639
1,37.54326,127.08366
1,37.53767,127.06797
1,37.53681,127.06675
1,37.55636,127.08009
1,37.53411,127.06569
1,37.54432,127.0866
1,37.53792,127.08953
1,37.55243,127.07496
1,37.55537,127.08723
1,37.53881,127.09805
1,37.53952,127.08133
1,37.53675,127.09481
1,37.55386,127.09343
1,37.55857,127.0945
1,37.56283,127.08032
1,37.52877,127.08288
1,37.56865,127.08808
1,37.55507,127.07453
1,37.55261,127.10373
1,37.54356,127.06563
1,37.54751,127.10309
1,37.54638,127.10153
1,37.54802,127.10806
1,37.55867,127.08383
1,37.57029,127.08056
1,37.52903,127.08357
1,37.54012,127.09531
1,37.56842,127.08109
1,37.57008,127.08177
1,37.53227,127.08502
1,37.55887,127.07889
1,37.55025,127.10119
1,37.54607,127.07634
1,37.54116,127.06918
1,37.5495,127.0991
1,37.53642,127.08465
1,37.55572,127.08112
1,37.55902,127.08688
1,37.53147,127.08679
1,37.54097,127.09414
1,37.5537,127.09394
1,37.52797,127.08024
1,37.53084,127.0886
1,37.54063,127.1
1,37.54446,127.01526
1,37.55291,127.09677
1,37.55981,127.07477
1,37.56795,127.07792
1,37.54876,127.10183
1,37.53558,127.07051
1,37.55272,127.07094
1,37.53901,127.06816
1,37.53568,127.07767
1,37.55657,127.07507
1,37.56523,127.087
1,37.55361,127.07842
1,37.5485,127.103
1,37.53363,127.06658
1,37.54582,127.10427
1,37.54749,127.10122
1,37.53298,127.08483
1,37.55492,127.10072
1,37.53593,127.06282
1,37.55391,127.07102
1,37.56759,127.08988
1,37.5468,127.06919
1,37.55755,127.08585
1,37.56003,127.08321
1,37.5444,127.08733
1,37.54927,127.09471
1,37.56176,127.08946
1,37.54576,127.10073
1,37.5485,127.10918
1,37.53613,127.09466
1,37.54501,127.07124
1,37.56674,127.07984
1,37.55829,127.07474
1,37.53063,127.07782
1,37.55528,127.07219
1,37.54567,127.07065
1,37.53645,127.07894
1,37.53921,127.09525
1,37.56123,127.08096
1,37.55685,127.07461
1,37.53615,127.06454
1,37.5596,127.07778
1,37.54369,127.08876
1,37.53795,127.0654
1,37.54275,127.09831
1,37.54311,127.08135
1,37.54747,127.0858
1,37.54597,127.07553
1,37.54939,127.08908
1,37.53085,127.07147
1,37.53779,127.08701
1,37.55514,127.10162
1,37.55631,127.0788
1,37.54825,127.10567
1,37.53609,127.08083
1,37.57082,127.0875
1,37.53938,127.06526
1,37.53672,127.08335
1,37.53411,127.06269
1,37.55903,127.091
1,37.55349,127.09944
1,37.53325,127.08471
1,37.56493,127.0792
1,37.55841,127.07854
1,37.55858,127.08244
1,37.55012,127.09224
1,37.53586,127.09434
1,37.54998,127.08957
1,37.568,127.08444
1,37.53045,127.08506
1,37.54865,127.089
1,37.53061,127.08561
1,37.54071,127.09224
1,37.54388,127.0987
1,37.53125,127.07997
1,37.54742,127.10427
1,37.53513,127.08979
1,37.55908,127.10237
1,37.53031,127.0756
1,37.53321,127.07812
1,37.54951,127.10931
1,37.55645,127.08508
1,37.53211,127.07974
1,37.53434,127.06896
1,37.53192,127.08784
1,37.54364,127.06826
1,37.53347,127.07673
1,37.56058,127.0759
1,37.5415,127.09104
1,37.55993,127.08025
1,37.56564,127.07955
1,37.55226,127.10307
1,37.54898,127.10556
1,37.55247,127.10064
1,37.55926,127.08417
