개수,위도,경도
1,37.542287,127.11853
1,37.542185,127.118398
1,37.542725,127.119406
1,37.542734,127.119376
1,37.542741,127.119341
1,37.542883,127.118901
1,37.542897,127.118859
1,37.542916,127.118806
1,37.54304,127.118368
1,37.54305,127.118307
1,37.543071,127.118241
1,37.543211,127.117782
1,37.543229,127.11772
1,37.543248,127.117647
1,37.543416,127.117149
1,37.543432,127.117096
1,37.543453,127.117023
1,37.543582,127.116599
1,37.543607,127.116515
1,37.543623,127.116438
1,37.543776,127.116027
1,37.5438,127.115971
1,37.543809,127.115915
1,37.543949,127.115477
1,37.543972,127.115427
1,37.543989,127.115385
1,37.544096,127.11499
1,37.54411,127.11495
1,37.544131,127.114888
1,37.544206,127.11464
1,37.544217,127.114609
1,37.544234,127.114551
1,37.544365,127.114635
1,37.544358,127.114658
1,37.544351,127.114684
1,37.544269,127.114893
1,37.544262,127.114919
1,37.544259,127.114951
1,37.544117,127.115368
1,37.544113,127.115386
1,37.544099,127.115408
1,37.543939,127.115954
1,37.543936,127.115976
1,37.543929,127.116007
1,37.543787,127.116469
1,37.54378,127.116509
1,37.543766,127.11654
1,37.543592,127.11705
1,37.543574,127.11709
1,37.543567,127.117125
1,37.543407,127.117667
1,37.543397,127.117711
1,37.543386,127.117747
1,37.543212,127.118266
1,37.543205,127.118315
1,37.543188,127.118364
1,37.543046,127.11883
1,37.543039,127.11887
1,37.543028,127.118901
1,37.542882,127.119349
1,37.542865,127.119393
1,37.542865,127.11942
1,37.544372,127.11457
1,37.544478,127.114289
1,37.544536,127.114025
1,37.544644,127.113765
1,37.544713,127.113466
1,37.544803,127.113236
1,37.544869,127.112963
1,37.544959,127.112744
1,37.545021,127.112484
1,37.545125,127.112207
1,37.545193,127.111936
1,37.545289,127.111701
1,37.545371,127.111429
1,37.545474,127.111205
1,37.545548,127.110956
1,37.545644,127.110735
1,37.545721,127.110501
1,37.545804,127.110317
1,37.546008,127.110152
1,37.546232,127.110152
1,37.546453,127.1102
1,37.546648,127.110286
1,37.546866,127.110343
1,37.547078,127.110438
1,37.547316,127.110492
1,37.545776,127.110178
1,37.545818,127.109957
1,37.545939,127.109662
1,37.54606,127.109181
1,37.546496,127.108158
1,37.546612,127.107741
1,37.54627,127.107854
1,37.54611,127.108306
1,37.546011,127.108457
1,37.545917,127.108534
1,37.545806,127.108584
1,37.545683,127.108588
1,37.545571,127.108552
1,37.545478,127.108482
1,37.545399,127.108401
1,37.545312,127.108324
1,37.545217,127.108239
1,37.545797,127.109558
1,37.545773,127.109632
1,37.545764,127.10967
1,37.545521,127.110452
1,37.545505,127.110494
1,37.54549,127.110538
1,37.545229,127.111379
1,37.545219,127.11142
1,37.545207,127.111462
1,37.544992,127.112155
1,37.544982,127.112182
1,37.544971,127.112204
1,37.544762,127.112875
1,37.544744,127.112919
1,37.544734,127.112946
1,37.544528,127.113629
1,37.544514,127.113665
1,37.544507,127.113696
1,37.544329,127.114282
1,37.544319,127.114313
1,37.544311,127.114348
1,37.544449,127.114335
1,37.544449,127.114362
1,37.544428,127.114379
1,37.544644,127.113696
1,37.544666,127.113656
1,37.54468,127.113603
1,37.54488,127.113011
1,37.544889,127.112978
1,37.544903,127.112937
1,37.545109,127.112277
1,37.545121,127.112244
1,37.545134,127.112198
1,37.545342,127.111529
1,37.545352,127.111505
1,37.545367,127.111471
1,37.545687,127.110612
1,37.545698,127.110586
1,37.545708,127.11055
1,37.545804,127.110388
1,37.545936,127.110265
1,37.546073,127.110209
1,37.546232,127.110214
1,37.546416,127.110267
1,37.546588,127.110326
1,37.546786,127.110391
1,37.546728,127.1103
1,37.546206,127.110132
1,37.54594,127.110194
1,37.545915,127.109695
1,37.545903,127.109741
1,37.545897,127.109778
1,37.48768,127.103263
1,37.487822,127.103715
1,37.487956,127.104164
1,37.488088,127.104595
1,37.488212,127.105012
1,37.488331,127.105414
1,37.488459,127.105845
1,37.488593,127.106255
1,37.488728,127.106672
1,37.488857,127.107081
1,37.488994,127.107506
1,37.489131,127.107943
1,37.489271,127.108386
