개수,위도,경도,소재지도로명주소,소재지지번주소
1,37.55981584,126.9920199,서울특별시 중구 퇴계로30길 29,서울특별시 중구 예장동 1-5
1,37.55979536,126.9915927,서울특별시 중구 퇴계로30길 24,서울특별시 중구 예장동 9
1,37.55979536,126.9915927,서울특별시 중구 퇴계로30길 24,서울특별시 중구 예장동 9
1,37.55979536,126.9915927,서울특별시 중구 퇴계로30길 24,서울특별시 중구 예장동 9
1,37.55979536,126.9915927,서울특별시 중구 퇴계로30길 24,서울특별시 중구 예장동 9
1,37.55979536,126.9915927,서울특별시 중구 퇴계로30길 24,서울특별시 중구 예장동 9
1,37.55979536,126.9915927,서울특별시 중구 퇴계로30길 24,서울특별시 중구 예장동 9
1,37.55991215,126.9919423,서울특별시 중구 퇴계로30길 21-1,서울특별시 중구 예장동 2-73
1,37.5600328,126.9919889,서울특별시 중구 퇴계로30길 17-2,서울특별시 중구 필동1가 24-40
1,37.56021231,126.9924438,서울특별시 중구 퇴계로30길 15-8,서울특별시 중구 필동1가 26
1,37.56019707,126.9922841,서울특별시 중구 퇴계로30길 15-6,서울특별시 중구 필동1가 24-37
1,37.56015913,126.9921893,서울특별시 중구 퇴계로30길 15-4,서울특별시 중구 필동1가 24-3
1,37.55711522,126.9775621,서울특별시 중구 퇴계로2길 9-6,서울특별시 중구 남창동 205-101
1,37.55730858,126.9775745,서울특별시 중구 퇴계로2길 9-3,서울특별시 중구 남창동 205-26
1,37.55729332,126.97741,서울특별시 중구 퇴계로2길 7,서울특별시 중구 남창동 205-39
1,37.55634542,126.9771462,서울특별시 중구 퇴계로2길 30,서울특별시 중구 남창동 205-153
1,37.55634542,126.9771462,서울특별시 중구 퇴계로2길 30,서울특별시 중구 남창동 205-153
1,37.55650116,126.9769534,서울특별시 중구 퇴계로2길 26-6,서울특별시 중구 남창동 216-1
